wetland_name,wetland_ID,dataset,area_km2,species_richness,species_normalized,lat,lon,sat_area_frac
Codoleddu,ITG27SAR2066,ITA,0.072,111,1541.666667,39.251777,9.393676,0.21874
Pauli s'Ala Mardi,ITG27SAR2130,ITA,0.018,77,4277.777778,39.762873,8.945194,0.678346
Corti Baccas,ITG27SAR2140,ITA,0.46,22,47.82608696,39.598413,8.650199,0.625721
S. Forzorio,ITG27SAR2175,ITA,0.054,33,611.1111111,39.239046,9.238683,
Laghetto 2 s'Omini Moru,ITG27SAR2288,ITA,0.015,12,800,39.263367,8.887177,0.5935
Cava di su Siccesu,ITG27SAR2299,ITA,0.015,2,133.3333333,39.423167,9.172807,0.645464
Laghetto di Case Basciu,ITG27SAR2303,ITA,0.002,14,7000,39.019533,8.386315,0.578777
Laghetto del Podere S. Isidoro,ITG27SAR2688,ITA,0.001,21,21000,38.962815,8.961421,0.506839
Cava di Is Pireddas,ITG27SAR2696,ITA,0.002,12,6000,39.108323,8.681427,0.542583
Laghetto Sierina,ITG27SAR2697,ITA,0.005,11,2200,39.122485,8.654816,0.634678
Bacino minore di S. Maria,ITG27SAR2712,ITA,0.001,15,15000,39.508756,8.685481,0.642739
Laghetto di Domus Nieddas,ITG27SAR2713,ITA,0.002,23,11500,39.29029,8.463243,0.120377
Prato umido di Domus Nieddas,ITG27SAR2714,ITA,0.002,22,11000,39.289182,8.464664,0.120377
Vasca della Miniera di Domus Nieddas,ITG27SAR2715,ITA,0.001,12,12000,39.288377,8.462784,0.120377
Prato umido di Medau Sari,ITG27SAR2730,ITA,0.003,7,2333.333333,39.353898,8.440312,0.599408
Cava 2 Min. di Zinco,ITG27SAR2733,ITA,0.007,40,5714.285714,39.330426,8.427099,0.120377
Mitza de su Crobu,ITG27SAR2737,ITA,0.001,31,31000,39.7142,9.108471,0.307636
Laghetto di Santa Vittoria,ITG27SAR2738,ITA,0.002,36,18000,39.71279,9.1034,0.307636
Perdu Locci,ITG27SAR2744,ITA,0.035,37,1057.142857,38.995503,9.012221,
Stani di San Lorenzo,ITG27SAR2745,ITA,0.19,29,152.6315789,39.270361,9.094276,0.213051
Vasca di Sa Figu Bianca,ITG27SAR2746,ITA,0.001,18,18000,38.959612,8.861123,0.522931
Cascata di Pischeredda,ITG27SAR2748,ITA,0.007,27,3857.142857,39.485597,8.405252,
Prato umido di Cenobida,ITG27SAR2771,ITA,0.002,37,18500,39.37612,9.071459,0.382768
Laghetto di Francischettu,ITG27SAR2771,ITA,0.002,16,8000,39.37612,9.071459,0.382768
Prato umido sotto il Castello Baratuli,ITG27SAR2786,ITA,0.011,2,181.8181818,39.363359,9.067399,0.382768
Cava di pietra di M. Oladri,ITG27SAR2787,ITA,0.011,44,4000,39.367103,9.070931,0.382768
Pozzette di Capo Sant'Elia,ITG27SAR2793,ITA,0.01,15,1500,39.186868,9.161775,0.632063
Stagnetto di Billoi Secci,ITG27SAR2795,ITA,0.035,11,314.2857143,39.343243,9.122786,0.356843
Stagno de is Benas,ITG28SAR0112,ITA,1.213,15,12.36603462,40.040134,8.444828,0.221355
Laghetto Cava di Tufo 1,ITG28SAR0116,ITA,0.007,12,1714.285714,40.109849,8.503261,0.332678
Laghetto Cava di Tufo 2,ITG28SAR0118,ITA,0.001,9,9000,40.108059,8.502881,0.332678
Cava Seddai,ITG28SAR0788,ITA,0.046,1,21.73913043,39.773185,8.683958,0.31376
Mitza s'Eucaria,ITG28SAR0789,ITA,0.034,5,147.0588235,39.832618,8.653163,0.60193
Vascone di Tanca Molino,ITG28SAR0791,ITA,0.011,10,909.0909091,39.909844,8.652883,0.661777
Laghetto 1 di Pedra Lada,ITG28SAR0792,ITA,0.02,11,550,39.909779,8.644289,0.661777
Laghetto 3 di Isca Noa,ITG28SAR0794,ITA,0.101,16,158.4158416,39.924858,8.67185,0.645664
Laghetto 1 di Isca Noa,ITG28SAR0797,ITA,0.043,11,255.8139535,39.932011,8.677742,0.645664
Laghetto 2 di Isca Noa,ITG28SAR0798,ITA,0.043,9,209.3023256,39.929731,8.673929,0.645664
Laghetto S. Gregorio di Solarussa,ITG28SAR0799,ITA,0.039,2,51.28205128,39.956805,8.687027,0.645664
Cava presso Solarussa,ITG28SAR0800,ITA,0.021,2,95.23809524,39.964727,8.662272,0.62499
Laghetto Ollastu,ITG28SAR0859,ITA,0.008,12,1500,39.88289,8.805591,0.682964
Diga di Appoiu,ITG28SAR1123,ITA,0.01,23,2300,39.864035,8.830501,0.682964
Paule Longa,ITG28SAR1182,ITA,0.007,1,142.8571429,40.041109,8.831565,0.275023
Diga di is Benas,ITG28SAR1397,ITA,0.002,28,14000,39.758019,8.757998,0.670617
Bacino del Riu Appiu,ITG28SAR1399,ITA,0.001,4,4000,39.875049,8.815225,0.682964
Bacino di Fustiolau,ITG28SAR1400,ITA,0.001,2,2000,39.811492,8.767593,0.670617
Bacino di Corongiu su Porcu,ITG28SAR1403,ITA,0.003,15,5000,39.788011,8.789311,0.670617
Invaso presso Roiedda Serralonga,ITG28SAR1409,ITA,0.042,6,142.8571429,39.851046,8.702874,0.667367
Bacino di Serra Figu,ITG28SAR1413,ITA,0.009,12,1333.333333,39.860512,8.642742,0.661777
Stagno di Cuccuru is Serras,ITG28SAR1414,ITA,0.049,22,448.9795918,39.870649,8.653351,0.661777
Bacino presso il Riu Fenugu,ITG28SAR1430,ITA,0.006,15,2500,39.717316,8.696555,0.638786
Bacino di Roia Piras,ITG28SAR1431,ITA,0.005,7,1400,39.719156,8.690855,0.638786
Bacino del N.ghe Arbu,ITG28SAR1432,ITA,0.006,3,500,39.713945,8.704522,0.638786
Pauli Maiori di Oristano,ITG28SAR1469,ITA,2.484,17,6.843800322,39.867569,8.626148,0.661777
Pauli Trottas,ITG28SAR1477,ITA,0.644,6,9.316770186,39.970651,8.46356,0.18817
Pauli Civas,ITG28SAR1479,ITA,0.097,7,72.16494845,39.98285,8.458808,0.18817
Stagno Sal'e Porcus,ITG28SAR1480,ITA,3.416,31,9.074941452,40.00994,8.436299,0.221355
Pauli Murtas,ITG28SAR1482,ITA,0.353,15,42.49291785,40.004565,8.463755,0.221355
Invaso presso s'Ennixeddu,ITG28SAR2129,ITA,0.001,5,5000,39.803058,8.765727,0.670617
Paule Grabiolas,ITG28SAR2204,ITA,2.5,21,8.4,39.839921,8.579868,0.564619
Funtana Petza Flumini,ITG28SAR2250,ITA,0.001,18,18000,40.009155,8.682961,0.684534
Paule Quaddu,ITG28SAR2366,ITA,0.88,29,32.95454545,39.833047,8.800797,0.670617
Laghetto 1 di Pauli Cerbus,ITG28SAR2689,ITA,0.019,18,947.3684211,39.926131,8.675537,0.645664
Laghetto 2 di Pauli Cerbus,ITG28SAR2690,ITA,0.023,18,782.6086957,39.926522,8.678416,0.645664
Laghetto 2 di Pedra Lada,ITG28SAR2691,ITA,0.009,9,1000,39.909387,8.642083,0.661777
Putzu Torru,ITG28SAR2775,ITA,0.005,20,4000,40.102201,8.730465,0.706872
Casacata di sos Molinos,ITG28SAR2776,ITA,0.005,25,5000,40.130589,8.646235,0.695011
Prato umido di Orassale,ITG28SAR2779,ITA,0.002,13,6500,40.148197,8.465595,
S'Istrampu de Massabari,ITG28SAR2782,ITA,0.004,15,3750,40.164138,8.598717,0.695011
Cascata del Rio Salonis,ITG28SAR2783,ITA,0.002,21,10500,39.768756,8.767719,0.670617
Laghetto di Corti Mandori,ITG28SAR2784,ITA,0.007,16,2285.714286,39.66785,8.638043,0.627328
Pauli Perdiana,ITG28SAR2785,ITA,0.041,10,243.902439,39.651615,8.776443,0.626931
Ganwolho,cn1,SKO,7.078,167,23.59423566,36.71666667,126.45,0.529345
Dorisum,gg1,SKO,0.31,148,477.4193548,37.2,127.7,0.600975
Sannam,gg2,SKO,1.265,163,128.8537549,37.68333333,126.6666667,0.661034
Janghang,gg3,SKO,1.937,196,101.1874032,37.63333333,126.75,0.599092
Siamri,gg4,SKO,6.5,115,17.69230769,37.76666667,126.65,0.636219
Gongreungchun,gg5,SKO,0.78,115,147.4358974,37.75,126.7,0.655015
Sungdong,gg6,SKO,3.6,115,31.94444444,37.78333333,126.6666667,0.636219
Wansa,gn2,SKO,1.901,201,105.7338243,35.13333333,127.9833333,0.660942
Daeboong,gn5,SKO,0.504,93,184.5238095,35.43333333,128.45,0.607132
Yongyangbo,gw1,SKO,1,189,189,37.21666667,127.7166667,0.600975
Hanbando,gw2,SKO,2.079,159,76.47907648,37.2,128.3333333,0.552067
Chimsil,jn1,SKO,2.16,261,120.8333333,35.26666667,127.3166667,0.623943
Damyang,jn4,SKO,0.853,241,282.5322392,35.25,126.9,0.580326
Dowoong,cn2,SKO,0.009,159,17666.66667,36.83333333,126.2,0.686131
Doolrinae,gb1,SKO,0.034,262,7705.882353,36.7,128.2166667,0.660853
Myonsan,gb2,SKO,0.009,165,18333.33333,37.08333333,129.1166667,0.636266
Chunchuksan,gb4,SKO,0.09,120,1333.333333,36.91666667,129.2833333,0.668746
Sajapyung,gn1,SKO,0.587,271,461.669506,35.53333333,128.9833333,0.676278
Shinbulsan,gn3,SKO,0.308,125,405.8441558,35.41666667,128.9833333,0.692543
Whaeom,gn4,SKO,0.124,113,911.2903226,35.4,129.0833333,0.617647
Ungok,jb2,SKO,1.631,312,191.2936849,35.46666667,126.6333333,0.595918
Weolyoung,jb4,SKO,0.061,297,4868.852459,35.51666667,126.8666667,0.642871
Moolyoungari,jj1,SKO,0.309,254,822.0064725,33.35,126.6833333,0.679865
1100goji,jj2,SKO,0.413,274,663.4382567,33.35,126.45,0.65547
Rilriripundaegi,jn5,SKO,0.495,258,521.2121212,34.95,127.4166667,0.722942
Jangdo,jn6,SKO,0.087,160,1839.08046,34.66666667,125.3666667,
Baekgokji,cb1,SKO,0.401,226,563.5910224,36.85,127.3666667,0.638812
Gonggeomji,gb3,SKO,0.26,223,857.6923077,36.5,128.15,0.627776
Dongrimji,jb1,SKO,2.775,246,88.64864865,35.53333333,126.7166667,0.551596
Baekseokjae,jb3,SKO,0.126,146,1158.730159,35.93333333,126.7166667,0.683647
Baekryun,jn2,SKO,0.157,89,566.8789809,35.28333333,127.15,0.602848
Wooseupje,jn3,SKO,0.425,189,444.7058824,34.93333333,126.5666667,0.631205
Gocheonam,jn8,SKO,7.321,65,8.878568502,34.51666667,126.45,0.541124
Ca Marí temporary pond,ES531FOR006 ,SPA,0.058,3,51.72413793,38.69761,1.444726,0.392637
S'Estany Pudent coastal lagoon and Ferrer salt pans,ES531FOR009,SPA,0.058,23,396.5517241,38.72622,1.436089,0.392637
sa Rota irrigation pond,ES531IBI007 ,SPA,0.033,1,30.3030303,39.0056,1.522379,0.145672
Sa Pedrera gravel pit,ES531IBI043 ,SPA,0.002,4,2000,39.01058,1.39738,0.494412
Airport highway dreinage pond,ES531IBI072 ,SPA,0.005,3,600,38.88672,1.398366,0.327607
Ses Gambes lagoon,ES532MAL001 ,SPA,0.551,9,16.33393829,39.29532,3.043814,0.274274
Son Nuviet 7,ES532MAL049 ,SPA,0.01,3,300,39.57692,3.14715,0.133828
Son Nuviet 6,ES532MAL050 ,SPA,0.013,2,153.8461538,39.5802,3.145564,0.133828
Son Nuviet 5,ES532MAL051 ,SPA,0.013,3,230.7692308,39.58143,3.144827,0.133828
Son Nuviet 3,ES532MAL052 ,SPA,0.012,2,166.6666667,39.58702,3.142537,0.328722
Son Nuviet 2,ES532MAL053 ,SPA,0.015,1,66.66666667,39.58078,3.128375,0.133828
Son Navata 1,ES532MAL058 ,SPA,0.056,33,589.2857143,39.49202,3.129477,0.080953
Torrent de Pareis estuary,ES532MAL060,SPA,0.018,2,111.1111111,39.85115,2.808393,
Sa Vinyola 1,ES532MAL062 ,SPA,0.014,2,142.8571429,39.38822,2.951545,0.287704
Artà irrigation pond,ES532MAL070,SPA,0.052,7,134.6153846,39.71173,3.37235,0.092941
Golf Son Muntaner 1,ES532MAL084 ,SPA,0.01,1,100,39.58778,2.606137,0.268807
Teulera de Selva clay pit,ES532MAL102,SPA,0.006,6,1000,39.74527,2.903193,0.308297
Sineu mines,ES532MAL103 ,SPA,0.02,4,200,39.65406,3.038241,0.139088
Ariany irrigation pond,ES532MAL120 ,SPA,0.017,1,58.82352941,39.65374,3.088113,0.328722
Prat de Son Amer meadow,ES532MAL124 ,SPA,0.018,11,611.1111111,39.81878,2.893496,0.631544
Son Torrella reservoir,ES532MAL126 ,SPA,0.013,1,76.92307692,39.78783,2.779249,0.548997
Binissalem Water treatment plant,ES532MAL131 ,SPA,0.064,8,125,39.68461,2.866509,0.308297
Golf de Son Quint 2,ES532MAL133 ,SPA,0.006,2,333.3333333,39.59371,2.604719,0.268807
Prat de sa Font de la Vila meadow,ES532MAL134 ,SPA,0.029,3,103.4482759,39.64232,2.644596,0.268807
Son Nuviet 1,ES532MAL144 ,SPA,0.007,1,142.8571429,39.57982,3.12515,0.133828
Son Nuviet 4,ES532MAL145 ,SPA,0.003,2,666.6666667,39.58545,3.139952,0.328722
Mortitx reservoirs,ES532MAL148 ,SPA,0.01,2,200,39.87522,2.909654,0.481734
Golf de Canyamel 2,ES532MAL157,SPA,0.002,1,500,39.66824,3.433679,0.655505
Ariany Water treatment plant,ES532MAL169 ,SPA,0.007,2,285.7142857,39.64894,3.085223,0.328722
Es Fogueró pond,ES532MAL181 ,SPA,0.004,3,750,39.53674,2.740772,0.252269
Son Trobat pond,ES532MAL183 ,SPA,0.008,5,625,39.54893,2.954175,0.476115
Montuiri pond,ES532MAL184 ,SPA,0.001,2,2000,39.56342,2.95778,0.476115
Botanicactus,ES532MAL221 ,SPA,0.013,2,153.8461538,39.34234,3.063074,0.136666
Son Fe quarry,ES532MAL281 ,SPA,0.005,6,1200,39.82708,3.065494,0.339058
Santa Eugènia Water treatment plant,ES532MAL288 ,SPA,0.002,2,1000,39.62964,2.850496,0.531468
Pujol pond,ES532MAL292 ,SPA,0.006,11,1833.333333,39.63604,3.099956,0.328722
Son Nuviet 8,ES532MAL302 ,SPA,0.006,2,333.3333333,39.57839,3.145376,0.133828
Santa Maria Water treatment plant,ES532MAL370 ,SPA,0.002,2,1000,39.6411,2.785701,0.477272
Prat de Son Mascaró meadow,ES532MAL399 ,SPA,0.003,2,666.6666667,39.62771,2.840947,0.531468
Quarry Vilafranca 3,ES532MAL56,SPA,0.012,3,250,39.56613,3.10862,0.133828
Ferreries water treatment plant,ES533MEN005 ,SPA,0.031,4,129.0322581,39.97929,4.021927,0.076191
Es Mercadal water treatment plant,ES533MEN032 ,SPA,0.018,3,166.6666667,40.00272,4.094495,0.611267
Plana de Benissermenya temporary pond,ES533MEN038,SPA,0.005,1,200,39.91769,4.27918,
Ses Pallisses temporary pond,ES533MEN046,SPA,0.025,3,120,39.99756,3.996366,0.451684
Torre Llafuda temporary pond,ES533MEN047,SPA,0.973,1,1.027749229,39.9962,3.923809,0.451684
Es Clots des Guix temporary pond,ES533MEN048,SPA,0.894,8,8.948545861,39.96301,4.184636,0.069163
Mal Lloc temporary pond,ES533MEN049,SPA,0.159,1,6.289308176,39.99859,3.946192,0.451684
Verda de s'Albufera temporary pond,ES533MEN050,SPA,0.002,9,4500,40.0319,4.153831,0.611267
Son Catlar temporary pond,ES533MEN053,SPA,0.047,7,148.9361702,39.96593,3.873837,0.213597
Santa Eularieta temporary pond,ES533MEN056,SPA,0.036,7,194.4444444,39.9597,4.115374,0.576841
Llimpa-Santa Madrona ponds,ES533MEN066 ,SPA,0.002,9,4500,39.93642,4.253326,
Curniola temporary ponds,ES533MEN123,SPA,0.329,2,6.079027356,40.04681,3.901081,0.681676
Torrent de Sant Jordi pond,ES533MEN142 ,SPA,0.072,3,41.66666667,40.05236,4.019036,0.650553
südlich Matten,2,SWI,0.646962,63,25179.85612,47.19462361,8.647124741,0.707812
Chaltenbodenried,5,SWI,0.593982,100,39968.02558,47.20635682,8.643429801,0.707812
Tiefenmoos,12,SWI,0.438316,88,7036.622421,47.22508721,8.615461191,0.707812
Tableten,32,SWI,0.065,58,7728.181213,47.24780291,8.570385131,0.710353
Vorder Au,33,SWI,0.025,104,4620.168814,47.24725681,8.646333681,0.707812
Bausegg,40,SWI,0.046122,81,4048.380648,47.25793407,8.47348503,0.695663
Ütziker Riet,49,SWI,0.1,91,2021.368755,47.25974633,8.738610299,0.735853
Riede im  Jonental,55,SWI,0.071641,56,22382.09432,47.2656261,8.468348179,0.695663
Adletshuser Riet,70,SWI,0.2725,91,7275.925482,47.26883759,8.778969202,0.739018
Weid,71,SWI,0.106363,61,12192.68439,47.27271563,8.504830151,0.71468
Ludretikermoos,81,SWI,0.124889,72,9594.882729,47.2762554,8.558431488,0.71468
Setziweiden,82,SWI,0.1,84,8394.124113,47.27672855,8.484092739,0.695663
Bergmeilen,98,SWI,0.120825,64,3655.889409,47.28279637,8.666966647,0.735853
Binziker Riet,91,SWI,0.014959,69,13788.96882,47.27990082,8.746212793,0.735853
Bislikerhau-Riede,99,SWI,0.0525,87,17386.09113,47.28501562,8.46277333,0.695663
Sennweid,109,SWI,0.0625,106,14123.91739,47.29034114,8.470807957,0.695663
Hinwiler Riet,129,SWI,0.404012,88,11725.51632,47.29589972,8.820653389,0.739018
Rorgenmas,141,SWI,0.0275,55,10993.40396,47.3070296,8.465510091,0.695663
Rossweid,145,SWI,0.0525,78,7796.881248,47.31178586,8.511231842,0.71468
Giessen,148,SWI,0.035829,65,25979.21663,47.31214479,8.834962662,0.720351
Girbet,152,SWI,0.113279,89,3954.149636,47.31370996,8.872371583,0.720351
östlich Aegerten,154,SWI,0.0725,73,14591.24525,47.32026347,8.494205478,0.695663
Vollikon,151,SWI,0.072142,56,22382.09432,47.3149443,8.749717131,0.735853
Ankenriet,168,SWI,0.2075,77,15390.76554,47.32721599,8.738441956,0.735853
Grabenriet,177,SWI,0.286677,72,2214.635047,47.33153572,8.723820383,0.735853
Brunnacherriet,185,SWI,0.194611,74,29576.33893,47.33815232,8.725806024,0.742426
östlich Dürstelen,210,SWI,0.109025,75,7496.251874,47.36637479,8.850948072,0.70371
Gsig,214,SWI,0.280052,37,7394.084732,47.3701839,8.757034563,0.736281
Seewadel,218,SWI,0.097063,37,7395.562662,47.3740813,8.75050983,0.736281
Bänzental,223,SWI,0.06,79,15790.52568,47.38077541,8.850336449,0.70371
Wildert,246,SWI,0.175,106,942.0212577,47.39792579,8.721898064,0.742426
Ror,249,SWI,0.15423,98,2799.280185,47.40019382,8.825346716,0.736281
Sandärgeten,252,SWI,0.0925,78,6237.504998,47.40291969,8.81177054,0.736281
Wollwisli,259,SWI,0.0275,50,3998.40064,47.40832073,8.659128476,0.692385
Moos Schönenhof,264,SWI,0.05,77,1620.643206,47.40995638,8.609713596,0.692385
Oermis,263,SWI,0.151553,76,30375.69944,47.40946084,8.703677626,0.742426
südlich Gsang,271,SWI,0.0375,74,29576.33893,47.41661842,8.786678014,0.736281
Oberholz,280,SWI,0.025,10,3996.802558,47.42623209,8.732574741,0.680279
östlich Wolfestel,291,SWI,0.025,82,8195.902049,47.42956562,8.869526461,0.715626
nördlich Halden,298,SWI,0.002603,48,19184.65228,47.44362761,8.784710185,0.722862
Schluch,301,SWI,0.047616,55,7327.471356,47.45132414,8.636138374,0.712655
Bedensee,302,SWI,0.07,49,2798.880448,47.45399052,8.605842027,0.712655
Hand,305,SWI,0.035,61,6096.951524,47.45709732,8.843408773,0.715626
Rietli,339,SWI,0.0475,75,29976.01918,47.47418124,8.622961479,0.712655
Rüteren,344,SWI,0.017341,55,21982.41407,47.47510545,8.823319476,0.722862
Hirtlibrunnen,348,SWI,0.114865,65,2598.960416,47.48019559,8.513632357,0.704578
Nächtweid,360,SWI,0.04,86,17189.68619,47.49724938,8.632102506,0.712655
nord-östlich Sonnenhof,373,SWI,0.025,62,24780.17586,47.5094947,8.843465954,0.614513
Überg Mas,377,SWI,0.362303,60,7995.735608,47.52058025,8.499179193,0.620461
nördlich Mattlenwis,383,SWI,0.02,65,25979.21663,47.53178297,8.61959686,0.455459
Baldisriet,388,SWI,0.0325,85,4855.200777,47.55150854,8.704788788,0.504182
Mädlestenweiher,389,SWI,0.0325,49,19584.33253,47.55304735,8.693146383,0.504182
Nachtweid,391,SWI,0.03,31,4131.130064,47.55776126,8.693922133,0.504182
Chugelhof,393,SWI,0.0175,68,3883.938771,47.56237129,8.640874944,0.455459
Oerlinger Riet,409,SWI,0.15537,67,1576.062666,47.62395891,8.685084665,0.492799
Cairngorm Lochs,216,UK,1.725969194,139,80.53446174,57.0832,-3.70762,0.493527
Caithness and Sutherland Peatlands,971,UK,1431.946186,1255,0.876429584,58.35604,-4.02348,0.560629
Caithness Lochs,928,UK,13.75157021,147,10.68968836,58.52233,-3.44146,0.553653
Cameron Reservoir,650,UK,0.686327376,215,313.2615827,56.29049,-2.85501,0.53742
"Castle Loch, Lochmaben",796,UK,1.074082134,364,338.8940086,55.11929,-3.43091,0.53708
Claish Moss,218,UK,5.664672261,61,10.7684959,56.74361,-5.73076,0.559564
Coll,723,UK,22.00197748,443,20.13455384,56.65506,-6.50033,0.564001
Din Moss - Hoselaw Loch,405,UK,0.505044898,167,330.6636711,55.57674,-2.3103,0.567995
"Eilean na Muice Duibhe (Duich Moss), Islay",402,UK,5.74427093,284,49.44056495,55.72206,-6.25595,0.610805
Fala Flow,465,UK,3.17469533,137,43.15374729,55.81715,-2.90796,0.48162
Firth of Tay and Eden Estuary,1034,UK,69.04932429,760,11.00662473,56.41185,-3.00086,0.582915
Gladhouse Reservoir,404,UK,1.860654613,144,77.39211726,55.77053,-3.11898,0.550621
Greenlaw Moor,795,UK,2.471678797,223,90.22207913,55.73427,-2.45354,0.456749
"Gruinart Flats, Islay",401,UK,32.49201048,746,22.95949032,55.84789,-6.32537,0.576324
Kintyre Goose Roosts,966,UK,3.112711655,54,17.34821789,55.56781,-5.60621,0.535977
Lewis Peatlands,1046,UK,587.5089474,934,1.589763023,58.26852,-6.50304,0.561421
Loch an Duin,468,UK,26.0959953,470,18.0104263,57.64971,-7.14532,0.421769
Loch Eye,340,UK,2.046324214,158,77.21161627,57.79221,-3.9666,0.601988
Loch Ken and River Dee Marshes,568,UK,7.676015064,370,48.20209405,54.99841,-4.03349,0.572841
Loch Leven,72,UK,16.08602022,588,36.55347886,56.19797,-3.37438,0.668595
Loch Lomond,73,UK,2.363331028,581,245.83945,56.06588,-4.52696,0.592572
Loch Maree,700,UK,31.63597801,611,19.31345381,57.68588,-5.47222,0.564032
Loch of Kinnordy,652,UK,0.849191008,207,243.7614128,56.67538,-3.04573,0.551339
Loch of Lintrathen,217,UK,2.163679139,188,86.88903849,56.68042,-3.18055,0.488584
Loch of Skene,339,UK,1.206530587,57,47.24289679,57.1579,-2.35749,0.483282
Loch Ruthven,855,UK,2.006393942,242,120.6143993,57.31995,-4.29784,0.514223
Loch Spynie,569,UK,0.934100047,300,321.1647413,57.68106,-3.28474,0.588463
Muir of Dinnet,1003,UK,1.572758312,230,146.2398884,57.08668,-2.9243,0.491868
North Uist Machair and Islands,1004,UK,46.83306425,811,17.31682547,57.63947,-7.33557,0.554648
Rannoch Moor,78,UK,15.15592759,332,21.90562062,56.65589,-4.59545,0.492279
River Spey - Insh Marshes,889,UK,11.56043913,678,58.64829118,57.0955,-3.98316,0.51677
Ronas Hill - North Roe and Tingon,916,UK,54.55242906,654,11.98846708,60.54922,-1.4277,0.282158
Silver Flowe,219,UK,6.182094395,106,17.1462927,55.11763,-4.40411,0.521585
Sléibhtean agus Cladach Thiriodh (Tiree Wetlands and Coast),1158,UK,19.30719833,572,29.62625599,56.51001,-6.85788,
South Tayside Goose Roosts,601,UK,3.30303986,335,101.4217249,56.29477,-3.79393,0.561068
Westwater,780,UK,0.496752174,88,177.1507094,55.75736,-3.40995,0.494882
Ythan Estuary and Meikle Loch,939,UK,3.135287911,373,118.9683406,57.33769,-1.9951,0.540021
Cors Caron,570,UK,8.74,293,33.52402746,52.25617,-3.92151,0.59592
Corsydd Mon a Llyn ,927,UK,6.26,717,114.5367412,53.17171,-4.35912,0.634271
Crymlyn Bog,608,UK,2.68,368,137.3134328,51.63441,-3.88443,0.67832
Llyn Idwal,534,UK,0.14,117,835.7142857,53.11627,-4.02597,0.538591
Llyn Tegid,535,UK,4.82,33,6.846473029,52.88681,-3.6247,0.584308
Midland Meres and Mosses Phase 2,891,UK,15.88,354,22.29219144,52.92405,-2.67863,0.638923
Ballynahone Bog,967,UK,2.43,10,4.115226337,54.82297,-6.66572,0.555428
Cuilcagh Mountain,968,UK,27.44,507,18.47667638,54.22609,-7.80164,0.493199
Fairy Water Bogs,1033,UK,2.24,4,1.785714286,54.64384,-7.48344,0.553257
Fardrum and Roosky Turloughs,1177,UK,0.43,262,609.3023256,54.40118,-7.7257,0.543918
Garron Plateau,969,UK,46.5,279,6,54.99491,-6.09044,0.525798
Garry Bog,1042,UK,1.55,38,24.51612903,55.10853,-6.53091,0.586993
Lough Neagh & Lough Beg,74,UK,501.66,552,1.100346848,54.60166,-6.42745,0.649684
Magheraveely Marl Loughs,1717,UK,0.59,234,396.6101695,54.18333,-7.26667,0.536103
Pettigoe Plateau,872,UK,12.64,286,22.62658228,54.52612,-7.9887,0.59486
Slieve Beagh,1035,UK,18.85,184,9.76127321,54.34831,-7.19356,0.4986
Turmennan Lough,1178,UK,0.15,89,593.3333333,54.37983,-5.71449,0.539092
Upper Lough Erne,896,UK,58.18,774,13.30354074,54.20618,-7.4945,0.560432
Abberton Reservoir,1,UK,7.26,6,0.826446,51.875,0.875,0.604119
Arun Valley,3,UK,52.9,491,9.281664,50.9583,-0.54167,0.51529
Avon Valley,4,UK,13.85,418,30.18051,50.7917,-1.79167,0.597265
Benfleet and Southend Marshes,5,UK,22.51,152,6.752554,51.5417,0.708333,0.711286
Blackwater Estuary,6,UK,43.95,465,10.5802,51.7917,0.875,0.66128
Breydon Water,7,UK,12.03,1193,99.16874,52.625,1.625,0.524219
Broadland,8,UK,46.23,1846,39.93078,52.7083,1.625,0.49436
Chippenham Fen,11,UK,1.12,251,224.1071,52.2917,0.458333,0.527761
Crouch and Roach Estuaries,13,UK,17.36,132,7.603687,51.625,0.708333,0.68655
Deben Estuary,14,UK,9.79,1131,115.526,52.0417,1.375,0.540623
Dersingham Bog,17,UK,1.58,448,283.5443,52.875,0.458333,0.69069
Dorset Heathlands,18,UK,67.3,2001,29.73254,50.625,-2.20833,0.66017
Esthwaite Water,20,UK,1.37,67,48.90511,54.375,-2.95833,0.629886
Exe Estuary,21,UK,23.46,1405,59.88917,50.625,-3.45833,0.671868
Gibraltar Point,23,UK,4.14,122,29.4686,53.125,0.375,
Holburn Lake and Moss,25,UK,0.28,3,10.71429,55.625,-1.95833,0.435829
Irthinghead Mires,27,UK,7.92,240,30.30303,55.125,-2.54167,0.542856
Isles of Scilly,28,UK,40.2,1700,42.28856,49.9583,-6.375,0.713509
Lee Valley,29,UK,44.8,1074,23.97321,51.625,-0.04167,0.679571
Leighton Moss,30,UK,1.29,206,159.6899,54.2083,-2.79167,0.626068
Lower Derwent Valley,32,UK,9.15,537,58.68852,53.875,-0.95833,0.536479
Malham Tarn,33,UK,2.86,509,177.972,54.125,-2.20833,0.546329
Martin Mere,34,UK,1.2,73,60.83333,53.625,-2.875,0.580262
Medway Estuary and Marshes,35,UK,46.97,110,2.34192,51.375,0.625,0.714801
Mersey Estuary,36,UK,50.33,1323,26.28651,53.2917,-2.875,0.697326
Midland Meres and Mosses (Phase 1),37,UK,5.11,905,177.1037,52.9583,-2.79167,0.624183
Midland Meres and Mosses (Phase 2),38,UK,15.88,858,54.03023,52.9583,-2.79167,0.624183
Minsmere-Walberswick,39,UK,20.19,3224,159.683,52.2917,1.625,0.481254
Nene Washes,41,UK,15.17,161,10.61305,52.625,-0.04167,0.604431
